TAHUN,PENERIMA MANFAAT (HB),FS1,PR1,HA2,Karakter Puskesmas,ALOKASI BELANJA (RP),REALISASI BELANJA (RP)
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,1131720763,778346757
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,292846159,239298403
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,157683271124,118143111352
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,35965111315,27548191594
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,88065507583,66786588917
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,266579624915,198608316303
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,12812580124,9568188877
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,2551197504,1919621086
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,7032890308,5211777315
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perkotaan,199556482,195923422
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,1957581272,1630369086
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,480146951,292482307
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,63226755,42997684
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,682097367,418079218
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,3227382116,2272777889
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perkotaan,1937724186,1167512590
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Sangat Terpencil,5274448406,3941175452
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Terpencil,25514934073,19183751332
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perdesaan,14538986389,10804533599
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perkotaan,4331439240,2988502834
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,10950757821,8614895585
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,22096791273,16632620081
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,1599568329,1237970343
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,305265285,217295666
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,790973352,627275984
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,300886610,174830948
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,641973760,405369082
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,355135499,279801910
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,5658550750,4412628757
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perkotaan,1415453481,959373303
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Sangat Terpencil,954810534,781532010
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,2933593976,2323524279
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,1204527332,970822201
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,478753440,347930357
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,3682840507,3018990566
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,2186335574,1770768471
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,3213290759,2307351786
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,3191700058,2308270872
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Sangat Terpencil,15552229473,11812718181
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,18292171726,14091565514
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,1965698775,1413759203
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,1239421503,954180335
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,899884301,639073474
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,5825059447,4252595119
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,409467918,268253651
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,709060148,510079008
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perdesaan,208962401,106806933
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Sangat Terpencil,383667915,232068453
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Terpencil,2817001394,2147177844
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,103386454,75791398
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,249692126,208024903
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,535681948,478991083
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,1277604107,1011670228
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,1627380533,1422442837
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,1342751639,1012797769
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,1643163665,1235704610
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,12747732234,9816989073
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,4363405769,3201403776
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,3434324732,2468581306
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,10947927142,7882044788
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,6123338259,4598605860
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Sangat Terpencil,6099395423,4958058163
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Terpencil,18333388596,13673084720
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perdesaan,2434300691,1963603855
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,1455302103,1209333476
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,2796353632,2253456292
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,1133795409,845513901
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perkotaan,978835742,723779130
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,2464212826,1670539349
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.4 Penyusunan regulasi kesehatan,Terpencil,142077199,78838716
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,672005377,488636932
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,1080761463,744205335
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,1415141812,1033927088
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,2099968076,1596627244
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,2009589580,1570629675
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,377342059,265238260
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,20547410054,16494851505
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,931633480,702261156
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,917009576,545989295
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,1462604964,935327523
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,473100574,341530742
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,701419338,560664337
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,1418526118,1308145256
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,593673466,463305660
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,15542645390,11491520374
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,2777655650,1917748717
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,6456090957,4850441256
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,25616645223,18978525317
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,594694101,405481677
2023.0,HB.6 60+ tahun (lansia),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,337036945,236538868
2023.0,HB.6 60+ tahun (lansia),FS.2 Dana Semi Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,327994081,190974856
2023.0,HB.6 60+ tahun (lansia),FS.2 Dana Semi Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,373233063,279950482
2023.0,HB.6 60+ tahun (lansia),FS.2 Dana Semi Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,35657039,23920881
2023.0,HB.6 60+ tahun (lansia),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,284349519,241720071
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,2922244106,2171953019
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perkotaan,731790877,498155489
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Sangat Terpencil,675498360,512552196
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Terpencil,747028101,522314708
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,29573016053,22338220344
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,2392401873,1821059961
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,9337008243,7069576368
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,29598947069,21905520278
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,1486995929,1080524079
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,126841346,104205238
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,3980053243,2991925494
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perkotaan,480296681,439591043
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Sangat Terpencil,1437960025,1160704214
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Terpencil,1283577839,1121597983
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,953305994,837080582
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perkotaan,871205426,603612379
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Sangat Terpencil,2793112933,2130041645
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,2149751300,1578945688
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,2337029904,1808522731
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,438227185,363743273
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,4174470344,3302794164
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,1800253616,1395574882
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Sangat Terpencil,717821185,450569080
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,3747323792,2640172548
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,243420397653,179496950693
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,62815472448,46907328003
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,89482542159,66432221602
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,227779975742,171434336553
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,4488188893,3642340462
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,252691073,171104883
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,394899184,224376996
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,1052496854,785688921
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perkotaan,542821740,488179281
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,6930719587,5151839993
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,2548183134,1828459383
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,21065829,18771582
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,201990913,141006414
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,336873029,222389858
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,203437455,155391867
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,7347852349,5658176955
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,781854410,714678849
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,2352918815,1742688301
2023.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,23918619342,18465166053
